fr	ewe
La procureure avait précisé avoir ouvert cette enquête en 2019, après que l’ex-avocat personnel de Donald Trump, Michael Cohen, condamné depuis, eut témoigné devant le Congrès américain que le magnat avait surévalué ou sous-évalué certains de ses biens immobiliers pour obtenir des prêts ou réductions d’impôts	Ʋɔnudrɔla la be yeʋu numekuku sia tso 2019 me esi trump ƒe taʋlila Michael cohen ʋu eme le Amerika congres ŋkume eye wodee ga, be trump kɔa ga alo ɖea ga le eƒe nunɔamesiwo dzi ale be woaɖiɖi amlɔkɔetutu dzi nae la dzie.
Dans le cadre d’une autre enquête, Donald Trump a aussi été mis en demeure par un autre procureur démocrate, le procureur de Manhattan Cyrus Vance, de fournir 8 ans d’archives comptables	Le numekuku bubu me la, wozi Donald Trump dzi be wotsɔ ƒènyikɔŋtagbalẽ avae.
Malgré une décision défavorable au président rendue par la Cour suprême américaine en juillet, ses avocats continuent à se battre en justice pour éviter de remettre ces documents, et le dossier pourrait à nouveau aboutir devant la Cour suprême fédérale	To egbɔ be ʋɔnudrɔƒe gã kodzo la ɖu trump dzi hã,eƒe taʋlilawo gale ʋiʋlim be yewomatsɔ agbalẽawo vɛ o eye nyala agate ŋu ayi ʋɔnudrɔƒe gã la ŋgɔ ake faa.
Moussa Sanguiana Kaba alias Grand P, vient d’entrer dans l’histoire, après il y a quelques jours, sa chérie ivoirienne Eudoxie Yao	Grand P hã ge ɖe hotsunya me le srɔ̃a Eudonxie yao megbe.
On peut dire que leur duo a provoqué l’étincelle qui a augmenté leur cote de popularité	Miate ŋu gblɔ be wo kple eve ƒe dunɔnɔ na howɔwɔ si ga do wo ɖe dzi kpee lae.
Les publications de l’artiste, très actif sur le web au cours des derniers mois, ont drainé beaucoup de monde sur ses réseaux, tant curieux que fans	Fefewɔla la ƒe nu siwo wole ɖeɖem fia le yaʋala dzi la wɔe be elɔlawo gale agbɔ sɔm.
Ce faisant, rapporte Afrik, il devient le tout premier artiste guinéen à franchir la barre d’un million d’abonnés sur Facebook	To esia me ezu guinédzefela gbãtɔ si ƒe lɔlawo gbe ame miliɔn 1 ŋu le facebook dzi.
Afeez Agoro : voici l’homme le plus grand du Nigeria	Afeez Agoroe nye ameŋkuta gãtɔ wu le Nigeria.
Celui qui fait partie des plus populaires artistes du pays a commencé à être révélé au grand public, non seulement grâce à sa petite vidéo pour le milieu de terrain international guinéen de Liverpool, Naby Keïta « Deco », mais aussi à son morceau fétiche « Syli national » où il rendait hommage à l’équipe nationale de Guinée, avant qu’il ne se rende en Égypte, pour la Coupe d’Afrique des Nations 2019	Ame sia si nye hadzila siwo de ɣɔ wu le guiné la ze esi me wodzi ha na guinéb,ɔlƒoha hafi woayi afrikakplu hoʋiƒe le egipte mlae.
Ceci est l’une des promesses de campagne d’Anne Hidalgo qui se concrétisera en octobre, avant le premier tour des municipales	Esiae nye anne hidalgo ƒe ŋugbedodo gbãtɔ si le eme vam hafi nutomekɔdada nakpɔ emevava le kele me.
Selon les informations recueillies par Le Monde, la mairie de Paris va octroyer 382650 euros à vingt-cinq associations LGBT, un montant bien supérieur à ce qui leur était alloué auparavant	Le Lemonde ƒe nyanuɖeɖe nu la ele yuro 382650 nage LGBT hatsotso 25 esie nye ga gã wu esi woxɔna xoxo lae.
« Nous doublons notre soutien financier, qui va passer d’environ 200000 euros par an », a indiqué au quotidien Jean-Luc Romero-Michel, adjoint à la mairie et militant homosexuel chargé des droits humains, de l’intégration et de la lutte contre les discriminations dans la capitale	Nutomedzikpɔla gɔmenɔla be yewo le ga yuro 200 000 kɔm ɖe ga si wonana ame siwo le ŋutsu kple ŋutsuwo ɖeɖe nyawo ta ʋlim lae be woayi woƒe dɔwo dzi.
Ce dernier s’est félicité de cette décision, rappelant que « pas un centime » n’était octroyé à la communauté LGBT avant l’arrivée des socialistes à la tête de la ville, à savoir Bertand Delanoë en 2001	Ebe hafi hahotaʋlilawo nava xɔ nutoame le ƒè 2001 me la, womenana ga aɖeke ame siawo taʋlila o.
Toutefois, selon lui, « Paris n’est pas la ville qui donne le plus d’argent aux associations de ce type, loin de là »	Ke hã, ebe menye Paris ye nana ga wú le du siwo dea ga hatsotso siawo gɔme la o.
Togo : L’UE et l’Allemagne soutiennent les producteurs d’ananas	Le Togo, Yuropa dukɔƒoƒuawo kple Dzamani de megbe na atɔ́tɔgbledelawo.
Une élue proche de Rachida Dati estime que le Conseil de Paris ne soutient pas toujours des associations « à l’utilité publique incontestable, […] par exemple lorsqu’elles favorisent des replis communautaires »	Rachida dati kpeɖeŋutɔ aɖe be paris duadzikpɔalwo medea ga nenem ko ha ɖe sia ɖe sistitre la ko me o.
« Cette méthode est symptomatique de la politique de Paris envers les associations : toujours plus d’argent, distribué de façon toujours plus obscure », ajoute-t-elle	Ebe esia nye dɔ le duakpɔnyawo me elabe wodea ga si ŋu akɔŋta mele wo la habɔbɔawo mee.
Même du côté de la communauté LGBT, certains accusent la mairie de clientélisme, en l’occurrence de « pinkwashing », souligne Le Monde	Wobe habɔbɔ ma menɔla aɖewo gɔ̃ hã be nutomedzikpɔƒea le ameŋkjume kpɔm hafi le nuwo nam.
En témoigne le projet de création du centre d’archives LGBT promis depuis 20 ans, cependant jamais concrétisé en raison des différends entre élus et associations	Kpɔɖeŋuae nye agbalẽdzraɖoɖiƒe si ŋugbe wodo be woatu ƒe 20 sɔŋue nye esia ke mekpɔ emevava o le nugɔmemase si le dudzikpɔƒea kple habɔbɔ aɖewo me la ta.
« La mairie câline les associations, mais veut tout contrôler, ce n’est pas acceptable », résume un militant	Nutomedzikpɔƒea blea hatsotsoaw nu henɔ didim be yeade ŋku nuwo katã me, esioa mate ŋu ava eme o le hamenɔla ɖeka ƒe numeɖeɖe nu.
Après avoir fait son mea-culpa et demandé pardon à tout le monde, l’artiste humoriste togolais Gogoligo annonce à travers sa page Facebook qu’il est de nouveau sélectionné pour prester au « Parlement du rire »	Le esi woɖe kuku na amewo katã la, togo nukokuidonamela Gogoligo gblɔ le eƒe facebook dzi be wotsiã ye hena parlement du rire.
« Chers amis je vous invite au tournage de l’émission Parlement du Rire du 24 septembre au 11 octobre 2020 chaque jour à partir de 13h	Xɔnyewo mele miakpem na nuawoléle metso anyɔnyɔ 24 lia dzio yi kele 11 lia dzi le ŋdɔ ga wui eve me.
L’entrée est entièrement gratuite… C‘est à Abidjan au Palais de la culture de Treichville	Miaɖo kpɔme femaxee le Palais de la Culture le treichville abidjan.
Venez on va s’enjailler en famille », peut-on lire sur la page de l’humoriste ce mardi 22 septembre 2020	Miva miakpɔ dzidzɔ enye nya si nukokuidonamela la ŋlɔ le efe facebook le anyɔnyɔ 22 lia dzie.
C’est la deuxième fois que Ntsule Komi Mawulikplim alias Gogoligo fait son entrée au Parlement du rire	Zi eveliae nye esia esi  Ntsule Komi Mawulikplimsi wodzi woda ŋkɔ ɖo be Gogoligo la le Parlement du rire wɔna wome dem enye esi.
En 2019 il y était admis également	Eyi le ƒè 2019 me hã.
Togo / BEPC 2020 : les résultats consultables	Togo: woateŋu akpɔ BEPCdodokpɔkɔŋtawo.
Diffusée depuis janvier 2016 sur Canal + Afrique, « le Parlement du Rire » est une émission humoristique qui regroupe les différents humoristes francophones du continent africain venant faire un sketch au gré des émissions	Woɖea wɔna sia le canal+afrique dzi tso 2016 ke eye wobɔa Afrika frãsegbedolanukokuidonamelaowe.
La rénovation de l’ancien, devenu exiguë est en cours d’achèvement	Teƒexoxoa si zu vii la ɖoɖoɖo le edzi yim.
Y sont construits, des hangars, des blocs administratifs, un hall entre autres	Wole agbadɔwo kple dzikpɔƒe =xɔwo tum.
La cheffe de la coopération allemande, après une visite sur le chantier cette semaine, s’est dite satisfaite de l’état d’avancement des travaux	Dzamani ƒe domekadede tatɔ si yi teƒea la kpɔ dzidzɔ le nuawo dziyiy ŋue.
Des délais qui ont sûrement subi les contrecoups de la crise sanitaire	To egbɔ be covid la na be gameawo masɔ ɖe ale si woɖui ɖi dzi o.
Selon un décret publié ce jeudi au Journal officiel, un bracelet anti-rapprochement réclamé depuis des années et qui a fait ses preuves en Espagne, entrera en vigueur vendredi en France	Woɖee ɖe go be wɔtsi aɖe si nana be amewo megogona wonɔewo o la le Frãse va ge.
Destiné à tenir éloignés les conjoints et ex-conjoints violents, ce dispositif permet de géolocaliser ces derniers	Nu siaana be srɔtɔ siwole adreme naganɔ wonɔewo gogom o eye wonaya afi si tututu wole lae.
Un système d’alerte est déclenché lorsqu’ils s’approchent de leur victime	Nyanananadzesi aɖe vana ne tukaɖawɔla la le evelia gogom.
Annoncé à l’automne dernier lors du « Grenelle » contre les violences conjugales, le bracelet sera déployé de façon progressive	Woɖe nya la ɖe go le adame me eye wole kalka ge vivi ,de dua me.
La Chancellerie a indiqué que 1000 bracelets sont d’ores et déjà disponibles et ne devraient être délivrés que très progressivement, au cas par cas des dossiers de violences conjugales	Wobe wɔtsi 100 sɔ gbe eye wole wona ge le nya ɖe sia ɖe ƒe sesẽ nu le dua me.
Canada / Covid-19 : Justin Trudeau s’engage à créer 1 million d’emplois	Le Canada, Justin trudeau be le covidnyawo me hã ya na dɔ miliɔn ɖeka.
20 Minutes rapporte que dans ce cas, l’accord du conjoint est nécessaire avant la pose du bracelet	20 Minute be ŋutsua nalɔ̃ hafi woado wɔtsi la nae.
En cas de refus, le parquet sera saisi pour une enquête pénale	Ne egbe la, ekem woahee yi ʋɔnue.
Le nombre des féminicides est fortement en hausse	Nyɔnu siwo wosrɔ̃wo le wuwum la agbɔ sɔm.
rien qu’en 2019, il y a eu 146 femmes tuées par leur conjoint ou ex-conjoint contre 121 en 2018 selon les chiffres officiels	Le ƒè 2019 me la wowu nyɔnu 146 eye 121 le 2018me.
Le mercredi 23 septembre 2020, Gigi Hadid et Zayn Malik ont annoncé la naissance de leur fille	Kuɖa anyɔnyɔ 23 lia, gigi hadid kple zayn malik na wonya be yewo dzi vi nyɔnu.
« Notre bébé est là, en bonne santé et magnifique », a annoncé l’ancien membre des One Direction de 27 ans en commentaire d’un adorable cliché où l’on voit la main du bébé accrocher un doigt tatoué de son papa	Mieƒe vi la va ɖo. Esiae nye nu siwoŋlɔ ɖe foto aɖe si me miekpɔ ɖevia alɔvi ku tɔ tɔ si dzi wotanu ɖe la gɔme.
« Essayer de mettre des mots sur ce que je ressens maintenant serait une tâche impossible	Nyemate ŋu agblɔ nye seselelãme o.
Mon amour pour ce petit être humain échappe ma compréhension	Nye lɔlɔ̃ na ame sue sia gbe ŋunye.
Je suis reconnaissant de la connaître, fier de pouvoir l’appeler mienne et reconnaissant de la vie que nous allons avoir ensemble »	Meda akpe be menyae, be mayɔe be tɔnye eye be mianɔ agbe ɖe du.
Gigi Hadid a également publié un cliché de nouveau-né, dont on ne connaît pas le prénom, que l’on peut voir sous une couverture, la main de son père sur son ventre	Foto bubu ɖe vidzĩ aɖe si ƒe ƒododzi tɔa ƒe alɔ le eye wole avɔ me la ke mienya eƒe ŋkɔ o.
« Notre fille nous a rejoint sur terre ce week-end et elle a déjà changé notre monde	Miavi la va anyigba sia dzi kwasiɖanuwuwu eye wotrɔ miaƒe agbe.
Je suis si amoureuse », a lui fait savoir le mannequin de 25 ans	Melɔnae ŋutɔ.
Un bébé de 8 semaines parle déjà	Ɖevi aɖe si xɔ kwasiɖa enyi ko la dze nufofo.
« Bien sûr nous aurions souhaité pouvoir l’annoncer à notre manière, mais nous sommes très excités et heureux et reconnaissants pour tous ceux qui nous ont félicités et soutenus », avait-elle réagi sur le plateau de The Tonight Show Starring Jimmy Fallon, confirmant l’heureux événement à venir	Nyawoe be adro mi be miagblɔe le ɖoɖo bubu me vɔ hã dzi le miadzɔm ale be miedzi be miada akpena ame siwo,katã afu miesi mieghblɔ,fúnyaa lae.
La jeune femme a vécu sa grossesse à l’abri de la médiatisation, si ce n’est quelques clichés de son ventre arrondi publiés sur les réseaux sociaux au fil des mois	Nyɔnua meɖe eɖokui ɖego le fúa meo negbe fodo lotuia koe wodena foto fiana ɣletis sia ɣleti.
La reine Elizabeth II cherche à obtenir le soutien des contribuables britanniques, car ses propres coffres se seraient taris durant la pandémie de coronavirus	Fianyɔnu elizabeth le didim be ɛɣlisiawo nalpe ɖe yeŋu elabe le covidnya sia me la, eƒe ga vɔ.
Selon le Daily Mail, le Trésor a décidé d’étendre son soutien à la souveraine en donnant des millions de livres sterling provenant de l’argent des contribuables pour la sauver de la grave crise à laquelle elle est actuellement confrontée	Daily MAIL be dugadaɖiƒea ɖui be yeana miliɔn ge,de nyɔnufia la le amlɔkɔega me.
L’argent versé au monarque aurait été utilisé pour le service public si le Trésor n’avait pas dû renflouer ses caisses	Ga si wonae anye ne wotsɔ wɔdudɔ hafi.
Rappelons que, les bénéfices du Domaine de la Couronne sont généralement affectés aux fonctions officielles de la monarchie…	Minyae be nukpɔtsome sitso fiasa me la hã gena ɖe woƒe zazawo me.
La GIZ, Deutsche Gesellschaft für Internationale Zusammenarbeit, est une entreprise de la coopération internationale pour le développement durable qui opère sur tous les continents	GIZ nye kadededɔ si kpɔa ŋgɔgbedede adodui gbɔ eye wole anyigbawo katã dzi.
Elle propose des solutions d’avenir pour le développement politique, économique, écologique et social dans un monde globalisé	Ene ŋuɖoɖo nyuitɔ hena ŋgɔgbedede adodui le ganyawo, agbledenyao, nuƒoxlãmenyawo gomee.
Dans des conditions parfois difficiles, la GIZ soutient des processus complexes de changement et de réforme	GIZ kpea ɖe dunyaɖɔɖɔɖonyawo ŋu le kuxi me le ɣe aɖewo ɣi.
Son objectif principal est d’améliorer durablement les conditions de vie des populations dans les pays de coopération	Eƒe taɖodzinue nye be yade megbe agbenɔnɔ adodui le du siwo me wowɔa dɔ lea lae.
Sous l’autorité du Directeur Résident, la GIZ lance un Appel d’offre ouvert pour achat des climatiseurs	To eƒe dumedzikpɔla dzi la, GIZ na wonya be yele yafafɛƒomɔ ƒle ge.
Cet Appel d’offre concerne uniquement les entreprises qui résident sur le territoire Togolais	Esia ka adzɔ siwo le Togonyigba dzi ko.
Pour retirer le dossier d’appel d’offre, assurez-vous d’avoir à votre actif un Quitus fiscal datant de moins de 3 mois et écrivez à l’adresse procurement-giztogo@giz	Hafi naxɔ yɔyɔgbalẽa la, xɔ wo amlɔkɔexegbalẽa eye naŋlɔ nu na procurement-giztogo@giz.
La période de soumission expire le 08 octobre 2020 à 12h00	Miwɔ esia hafi kele 8 lia ŋdɔ ga wui eve na ƒo.
Il ne reste que 10 jours au Paris Saint-Germain pour se renforcer puisque le mercato fermera ses portes le 5 octobre	Esusɔ ŋkeke ewo na paris st germain ne woado ŋusẽ ha elabe wole ameƒlenyawo nu tu ge le kele 5 lia dzi.
Et il reste encore de nombreux dossiers à régler	Ke nu sɔgbɔ gali woaɖɔɖo.
Leonardo cherche un défenseur central, un milieu de terrain, un attaquant de complément voire un latéral gauche	Leonardo le megbexela ɖeka, todomenɔla ɖeka, agedola kple axadzinɔla ɖeka dim.
Plusieurs pistes sont actives, mais jusque-là seul Alessandro Florenzi a débarqué sous la forme d’un prêt avec option d’achat afin de compenser le départ de Thomas Meunier	Woɖe ame sɔgbɔ ɖe go ke alexandro fuorenzicɖeka koe va abe amewoname ene kple ƒeƒleƒoƒose eye woɖoli Thomas Menier.
Dans les prochaines heures, cela devrait toutefois s’accélérer	Nuwo le du ʋuge le gaƒoƒo siwo gbɔna la me.
Par conséquent, l’international Croate est de retour à l’Inter Milan où il n’entre pas réellement dans les plans d’Antonio Conte qui ne le retiendra pas afin d’économiser son salaire alors que son contrat court jusqu’en juin 2022	Esia tae croatia bɔlƒola la tr,o gbɔ va inter milan afi si eƒe nu menyo kplɔla la ŋu le o aleba womaga nɔ fe hem nae ɖe yame o.
